Material_ID,Formula,element_A,element_Aprime,element_B,element_Bprime,Formation_Energy_eV_atom,Energy_Above_Hull_eV,Band_Gap_eV,Total_Magnetization_uB,Volume_A3,Density_g_cm3,Space_Group_Symbol,Space_Group_Number,EN_A,EN_Aprime,EN_B,EN_Bprime,EN_O,EN_avg,Shannon_A,Shannon_Aprime,Shannon_B,Shannon_Bprime,Tolerance_Factor,Octahedral_Mismatch,Val_A,Val_Aprime,Val_B,Val_Bprime,Val_avg,Total_A_Charge,Group_B,Group_Bprime,Sum_Ox_B_Bprime,Ox_B,Ox_Bprime,d_electrons_B,d_electrons_Bprime,Total_d_electrons,Spin_Proxy_Distance,HS_moment_B,HS_moment_Bprime,Total_HS_FM,Total_HS_FiM,d_AO,d_BO,d_BprimeO,d_avg,E_GNN,M_net,M_abs
mp-1227843,BaSr(PbO3)2,Pb,Pb,Ba,Sr,-2.1251772454999993,0.007023128750000218,0.5665,5e-05,321.08426766507307,7.605893952089712,Pmc2_1,26,1.8,1.8,0.89,0.95,3.44,0.9199999999999999,1.19,1.19,1.35,1.18,0.6872069655809222,0.13438735177865624,2,2,4,4,4.0,4,4,4,8,4.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.59,2.75,2.58,2.665,-2.0923369422972717,5e-05,5e-05
mp-1228067,Ba2ZrSnO6,Ba,Ba,Zr,Sn,-3.1393160845,0.0,3.6894,6.74e-05,150.10594994636702,6.422683973219878,Fm-3m,225,0.89,0.89,1.33,1.96,3.44,1.645,1.35,1.35,0.72,0.69,0.9237737046380075,0.04255319148936174,2,2,4,4,4.0,4,4,14,8,1.5,6.5,2.5,7.5,10.0,5.0,2.5,2.5,5.0,0.0,2.75,2.12,2.09,2.105,-3.1191197427131474,6.74e-05,5.0
mp-1228073,Ba2ZrInO6,Ba,Ba,Zr,In,-2.9101619606666675,0.029283884374996738,0.0,1.0018903,156.95107039066554,6.101393629018493,Fm-3m,225,0.89,0.89,1.33,1.78,3.44,1.5550000000000002,1.35,1.35,0.72,0.8,0.9002516890106507,0.10526315789473693,2,2,4,3,3.5,4,4,13,8,1.75,6.25,2.25,6.75,9.0,4.0,2.25,3.25,5.5,1.0,2.75,2.12,2.2,2.16,-2.923924967570222,1.0018903,5.5
mp-1228086,Ba2ZrWO6,Ba,Ba,Zr,W,-3.054233885,0.07647461524998711,0.0,1.9999994,148.73659909539177,7.208945176140285,Fm-3m,225,0.89,0.89,1.33,1.7,3.44,1.5150000000000001,1.35,1.35,0.72,0.66,0.9304036594559836,0.08695652173913036,2,2,4,6,5.0,4,4,6,8,3.5,4.5,0.5,1.5,2.0,3.0,0.5,1.5,2.0,1.0,2.75,2.12,2.06,2.09,-3.0091851688931137,1.9999994,2.0
mp-1228305,Ba2TbSnO6,Ba,Ba,Tb,Sn,-2.904990106166666,0.017417447687508414,0.0,0.9999782,162.1493576433022,6.63896441740588,Fm-3m,225,0.89,0.89,1.5,1.96,3.44,1.73,1.35,1.35,0.9230000000000002,0.69,0.8812796955644712,0.28890266584004987,2,2,4,4,4.0,4,4,14,8,1.5,6.5,2.5,7.5,10.0,5.0,2.5,2.5,5.0,0.0,2.75,2.323,2.09,2.2065,-2.885354796426834,0.9999782,5.0
mp-1228310,Ba2TbNbO6,Ba,Ba,Tb,Nb,-3.447831680666667,0.0036752359999994155,2.8523000000000005,2.9e-06,158.00094704004164,6.542086714882678,Fm-3m,225,0.89,0.89,1.5,1.6,3.44,1.55,1.35,1.35,0.9230000000000002,0.72,0.8753291236835496,0.24710894704808295,2,2,4,5,4.5,4,4,5,8,3.75,4.25,0.25,0.75,1.0,4.0,0.25,0.75,1.0,0.5,2.75,2.323,2.12,2.2215,-3.4543283083368395,2.9e-06,1.0
mp-1228308,Ba2TaCoO6,Ba,Ba,Ta,Co,-2.8117528207333344,0.07329586525000131,1.5327999999999995,1.21e-05,130.4683061576707,7.7705566731100575,Fm-3m,225,0.89,0.89,1.5,1.88,3.44,1.69,1.35,1.35,0.72,0.65,0.9326348432916094,0.10218978102189773,2,2,5,9,7.0,4,5,9,8,3.0,5.0,2.0,4.0,6.0,1.0,2.0,4.0,6.0,2.0,2.75,2.12,2.05,2.085,-2.861740935030806,1.21e-05,6.0
mp-1228319,Ba2TaMnO6,Ba,Ba,Ta,Mn,-3.049052465526438,0.028530789916667132,0.0,4.0000375,138.8875247347746,7.251747529556784,Fm-3m,225,0.89,0.89,1.5,1.55,3.44,1.525,1.35,1.35,0.72,0.67,0.9281831256625327,0.07194244604316537,2,2,5,7,6.0,4,5,7,8,3.5,4.5,1.5,2.5,4.0,1.0,1.5,2.5,4.0,1.0,2.75,2.12,2.07,2.0949999999999998,-3.003233614074623,4.0000375,4.0000375
mp-1228332,Ba2TlSbO6,Ba,Ba,Tl,Sb,-2.281407364333334,0.0,0.0,6.76e-05,155.42962285764233,7.4442254993249515,Fm-3m,225,0.89,0.89,1.8,2.05,3.44,1.9249999999999998,1.35,1.35,1.5,0.76,0.7685943273766821,0.6548672566371682,2,2,4,5,4.5,4,4,15,8,1.25,6.75,2.75,8.25,11.0,6.0,2.75,1.75,4.5,1.0,2.75,2.9,2.16,2.5300000000000002,-2.3091988136686057,6.76e-05,4.5
mp-1228384,Ba2PrNbO6,Ba,Ba,Pr,Nb,-3.3348272291666667,0.019589118000000738,2.8578,7.2e-06,167.8383467940379,5.980378268496588,Fm-3m,225,0.89,0.89,1.13,1.6,3.44,1.365,1.35,1.35,0.99,0.72,0.8623253429104237,0.31578947368421056,2,2,4,5,4.5,4,4,5,8,3.75,4.25,0.25,0.75,1.0,4.0,0.25,0.75,1.0,0.5,2.75,2.3899999999999997,2.12,2.255,-3.3677352041058044,7.2e-06,1.0
mp-1228382,Ba2NbCoO6,Ba,Ba,Nb,Co,-2.710650131,0.06609619024999969,1.5345999999999997,0.0002618,130.70890423744208,6.6377652055781065,Fm-3m,225,0.89,0.89,1.6,1.88,3.44,1.74,1.35,1.35,0.72,0.65,0.9326348432916094,0.10218978102189773,2,2,5,9,7.0,4,5,9,8,3.0,5.0,2.0,4.0,6.0,1.0,2.0,4.0,6.0,2.0,2.75,2.12,2.05,2.085,-2.690198722359807,0.0002618,6.0
mp-1228358,Ba2TiMnO6,Ba,Ba,Ti,Mn,-2.9717277023764384,0.019383723583304757,1.2929,0.0002258,541.3396553466218,5.809227209205672,R-3m,166,0.89,0.89,1.54,1.55,3.44,1.545,1.35,1.35,0.86,0.67,0.8981725858027739,0.24836601307189535,2,2,4,7,5.5,4,4,7,8,3.25,4.75,0.75,2.25,3.0,2.0,0.75,2.25,3.0,1.5,2.75,2.26,2.07,2.165,-2.922932654249653,0.0002258,3.0
mp-1228386,Ba2CeZrO6,Ba,Ba,Ce,Zr,-3.5827244300000003,0.03181429200000174,2.3379,0.0004494,166.49955537419177,6.003791277809774,P4/mmm,123,0.89,0.89,1.12,1.33,3.44,1.225,1.35,1.35,1.01,0.72,0.8585181670035346,0.33526011560693647,2,2,4,4,4.0,4,4,4,8,4.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.75,2.41,2.12,2.265,-3.55503897362979,0.0004494,0.0004494
mp-1228396,Ba2CeZrO6,Ba,Ba,Ce,Zr,-3.5803576769999994,0.034181045000002186,2.5683,0.0001582,166.50207525359932,6.0037004150983915,P4/mmm,123,0.89,0.89,1.12,1.33,3.44,1.225,1.35,1.35,1.01,0.72,0.8585181670035346,0.33526011560693647,2,2,4,4,4.0,4,4,4,8,4.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.75,2.41,2.12,2.265,-3.5690794945989524,0.0001582,0.0001582
mp-1228394,Ba2PrSnO6,Ba,Ba,Pr,Sn,-2.7988705726666665,0.06300197920312556,0.0,0.9999062,170.31683697780102,6.144928120368012,R-3,148,0.89,0.89,1.13,1.96,3.44,1.545,1.35,1.35,0.99,0.69,0.8680998429745561,0.3571428571428572,2,2,4,4,4.0,4,4,14,8,1.5,6.5,2.5,7.5,10.0,5.0,2.5,2.5,5.0,0.0,2.75,2.3899999999999997,2.09,2.2399999999999998,-2.7869754858333606,0.9999062,5.0
mp-1228392,Ba2CePbO6,Ba,Ba,Ce,Pb,-2.8738340829999993,0.0,2.3054,0.0001419,170.76873246930134,6.98143764454166,R-3,148,0.89,0.89,1.12,1.8,3.44,1.46,1.35,1.35,1.01,1.19,0.7778174593052023,0.16363636363636358,2,2,4,4,4.0,4,4,4,8,4.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.75,2.41,2.59,2.5,-2.856765771824393,0.0001419,0.0001419
mp-1228393,Ba2InBiO6,Ba,Ba,In,Bi,-2.282841987666667,0.0025745214999997046,0.0,4.89e-05,159.11930529721516,7.247136741897233,Fm-3m,225,0.89,0.89,1.78,1.9,3.44,1.8399999999999999,1.35,1.35,0.8,1.03,0.8399756579969787,0.2513661202185792,2,2,3,5,4.0,4,13,15,8,3.5,4.5,9.5,10.0,19.5,14.5,0.5,0.0,0.5,0.5,2.75,2.2,2.4299999999999997,2.315,-2.2676634158709317,4.89e-05,0.5
mp-1228414,Ba2MnNbO6,Ba,Ba,Mn,Nb,-2.940710153793104,0.027375552666667247,0.0,4.0000187,139.68693189582763,6.163646822649236,Fm-3m,225,0.89,0.89,1.55,1.6,3.44,1.5750000000000002,1.35,1.35,0.67,0.72,0.9281831256625327,0.07194244604316537,2,2,7,5,6.0,4,7,5,8,4.5,3.5,2.5,1.5,4.0,1.0,2.5,1.5,4.0,1.0,2.75,2.07,2.12,2.0949999999999998,-2.9350863253137165,4.0000187,4.0000187
mp-1228427,Ba2CeBiO6,Ba,Ba,Ce,Bi,-2.894714906,0.017473926333333445,0.0,0.2405429,347.4554673326278,6.879544537349216,P2_1/c,14,0.89,0.89,1.12,1.9,3.44,1.51,1.35,1.35,1.01,1.03,0.8035304331665313,0.01960784313725492,2,2,4,5,4.5,4,4,15,8,1.25,6.75,2.75,8.25,11.0,6.0,2.75,1.75,4.5,1.0,2.75,2.41,2.4299999999999997,2.42,-2.8926308839209622,0.2405429,4.5
mp-1228422,Ba2CeNbO6,Ba,Ba,Ce,Nb,-3.3662507029999995,0.018044953999993396,0.0,0.9318253,162.7605333208576,6.158877803978591,Fm-3m,225,0.89,0.89,1.12,1.6,3.44,1.36,1.35,1.35,1.01,0.72,0.8585181670035346,0.33526011560693647,2,2,4,5,4.5,4,4,5,8,3.75,4.25,0.25,0.75,1.0,4.0,0.25,0.75,1.0,0.5,2.75,2.41,2.12,2.265,-3.3675025655579898,0.9318253,1.0
mp-1228494,Ba2PrPbO6,Ba,Ba,Pr,Pb,-2.5585489341666667,0.055674047437497265,0.0,0.9990715,178.26426231529751,6.69526133631179,C2/m,12,0.89,0.89,1.13,1.8,3.44,1.4649999999999999,1.35,1.35,0.99,1.19,0.7809412242020103,0.18348623853211007,2,2,4,4,4.0,4,4,4,8,4.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.75,2.3899999999999997,2.59,2.4899999999999998,-2.573628225944,0.9990715,0.9990715
mp-1228536,Ba2TiFeO6,Ba,Ba,Ti,Fe,-2.816929195000001,0.01514418858333233,0.0,12.0139767,408.2728544899817,5.788021094451567,P3m1,156,0.89,0.89,1.54,1.83,3.44,1.685,1.35,1.35,0.86,0.61,0.9107932778749441,0.3401360544217687,2,2,4,8,6.0,4,4,8,8,3.0,5.0,1.0,3.0,4.0,1.0,1.0,3.0,4.0,2.0,2.75,2.26,2.01,2.135,-2.8225426965373366,12.0139767,12.0139767
mp-1228566,Ba2PrIrO6,Ba,Ba,Pr,Ir,-2.671279086166666,0.0007673639999987714,0.0,3.9993841,320.47258783281114,7.293266323706928,P2_1/c,14,0.89,0.89,1.13,2.2,3.44,1.665,1.35,1.35,0.99,0.68,0.8700419007888168,0.37125748502994005,2,2,4,9,6.5,4,4,9,8,2.75,5.25,1.25,3.75,5.0,0.0,1.25,3.75,5.0,2.5,2.75,2.3899999999999997,2.08,2.235,-2.705138222450574,3.9993841,5.0
mp-1228653,Ba2CoRuO6,Ba,Ba,Co,Ru,-2.0998050326666666,0.019201509583334442,0.0,15.6349386,414.1780797770336,6.3825518750392245,P3m1,156,0.89,0.89,1.88,2.2,3.44,2.04,1.35,1.35,0.65,0.68,0.9416676262774846,0.04511278195488726,2,2,9,8,8.5,4,9,8,8,4.25,3.75,4.75,4.25,9.0,4.0,4.75,4.25,9.0,0.5,2.75,2.05,2.08,2.065,-2.1017718252025617,15.6349386,15.6349386
mp-1228678,Ba2MnRuO6,Ba,Ba,Mn,Ru,-2.3171343647931044,0.02291560858333419,0.0,20.9979188,426.4271245455228,6.152541948389551,C2/m,12,0.89,0.89,1.55,2.2,3.44,1.875,1.35,1.35,0.67,0.68,0.9371294690424122,0.014814814814814828,2,2,7,8,7.5,4,7,8,8,3.75,4.25,3.25,3.75,7.0,2.0,3.25,3.75,7.0,0.5,2.75,2.07,2.08,2.075,-2.336906186936123,20.9979188,20.9979188
mp-1233043,La2MgCrO6,La,La,Mg,Cr,-3.2097363234999987,0.016655110583350563,0.0,1.999999,117.02368926337367,6.386934599100556,R-3,148,1.1,1.1,1.31,1.66,3.44,1.4849999999999999,1.032,1.032,0.72,0.73,0.8092629138097334,0.013793103448275874,3,3,4,6,5.0,6,4,6,6,2.5,3.5,1.5,2.5,4.0,1.0,1.5,2.5,4.0,1.0,2.432,2.12,2.13,2.125,-3.231808109844314,1.999999,4.0
mp-1233115,La2MgMoO6,La,La,Mg,Mo,-3.1801559794999994,0.004085918249996823,1.495,1.9999993,130.4241170966361,6.290195639610786,R-3,148,1.1,1.1,1.31,2.16,3.44,1.735,1.032,1.032,0.72,0.69,0.816951872610776,0.04255319148936174,3,3,4,6,5.0,6,4,6,6,2.5,3.5,1.5,2.5,4.0,1.0,1.5,2.5,4.0,1.0,2.432,2.12,2.09,2.105,-3.17655809647693,1.9999993,4.0
mp-1233315,La2MgMoO6,La,La,Mg,Mo,-2.994744297500001,0.18949760024999662,1.9001000000000001,1.9993154,149.86513966108237,5.474209776313914,P1,1,1.1,1.1,1.31,2.16,3.44,1.735,1.032,1.032,0.72,0.69,0.816951872610776,0.04255319148936174,3,3,4,6,5.0,6,4,6,6,2.5,3.5,1.5,2.5,4.0,1.0,1.5,2.5,4.0,1.0,2.432,2.12,2.09,2.105,-2.966904251773109,1.9993154,4.0
mp-1235318,SrLiU2O6,U,U,Sr,Li,-3.2757525413333313,0.20660918442856158,0.0,3.0000847,127.56507639235869,8.677458188807291,Immm,71,1.7,1.7,0.95,0.98,3.44,0.965,1.025,1.025,1.18,0.76,0.7235164322267416,0.43298969072164945,4,4,4,4,4.0,8,4,4,4,2.0,2.0,2.0,2.0,4.0,1.0,2.0,2.0,4.0,0.0,2.425,2.58,2.16,2.37,-3.257386209213285,3.0000847,4.0
mp-1235544,SrLiU2O6,U,U,Sr,Li,-3.2708244463333314,0.21153727942856193,0.0,2.999998,127.56866023321308,8.677214409268394,Imm2,44,1.7,1.7,0.95,0.98,3.44,0.965,1.025,1.025,1.18,0.76,0.7235164322267416,0.43298969072164945,4,4,4,4,4.0,8,4,4,4,2.0,2.0,2.0,2.0,4.0,1.0,2.0,2.0,4.0,0.0,2.425,2.58,2.16,2.37,-3.302234458405795,2.999998,4.0
mp-1237349,Dy2MnCoO6,Dy,Dy,Mn,Co,-2.6560564936264357,0.19689637694444428,0.3917999999999999,11.9999905,233.19547316926491,7.617374392824172,P2_1/c,14,1.22,1.22,1.55,1.88,3.44,1.7149999999999999,1.07,1.07,0.67,0.65,0.8478416259858117,0.030303030303030328,3,3,7,9,8.0,6,7,9,6,2.5,3.5,4.5,5.5,10.0,5.0,4.5,4.5,9.0,0.0,2.4699999999999998,2.07,2.05,2.0599999999999996,-2.6758490563578423,11.9999905,11.9999905
mp-1247738,Lu2MnCoO6,Lu,Lu,Mn,Co,-2.8521264436264366,0.05535488903472974,0.0,10.0001731,216.96075155197406,8.56903829301868,P2_1/c,14,1.0,1.0,1.55,1.88,3.44,1.7149999999999999,0.861,0.861,0.67,0.65,0.7761011807100893,0.030303030303030328,3,3,7,9,8.0,6,7,9,6,2.5,3.5,4.5,5.5,10.0,5.0,4.5,4.5,9.0,0.0,2.261,2.07,2.05,2.0599999999999996,-2.8333110198666724,10.0001731,10.0001731
mp-1247745,Lu2FeCoO6,Lu,Lu,Fe,Co,-2.782687023833334,0.01346567323213499,1.7945999999999995,10.0031308,216.54468962463042,8.59941224964436,P2_1/c,14,1.0,1.0,1.83,1.88,3.44,1.855,0.861,0.861,0.61,0.65,0.7875706562870858,0.06349206349206354,3,3,8,9,8.5,6,8,9,6,2.75,3.25,5.25,5.75,11.0,6.0,4.75,4.25,9.0,0.5,2.261,2.01,2.05,2.03,-2.8023367717041,10.0031308,10.0031308
mp-1249045,VZn(SiO3)2,Si,Si,V,Zn,-2.737442956,0.045619252166670066,0.598817961442732,5.22e-05,469.9859964153335,3.7948744605600453,C2/c,15,1.9,1.9,1.63,1.65,3.44,1.64,0.4,0.4,0.79,0.74,0.5878947834345429,0.06535947712418307,2,2,5,12,8.5,4,5,12,8,2.25,5.75,2.75,6.25,9.0,4.0,2.75,3.75,6.5,1.0,1.7999999999999998,2.19,2.1399999999999997,2.165,-2.741935618999941,5.22e-05,6.5
mp-1248912,ZnCr(SiO3)2,Si,Si,Zn,Cr,-2.6834657355000004,0.07726662208333668,0.06651974051512077,8e-07,240.14909578963315,3.727981291660231,C2/c,15,1.9,1.9,1.65,1.66,3.44,1.6549999999999998,0.4,0.4,0.74,0.73,0.5961556000635998,0.01360544217687076,2,2,12,6,9.0,4,12,6,8,5.5,2.5,6.5,3.5,10.0,5.0,3.5,3.5,7.0,0.0,1.7999999999999998,2.1399999999999997,2.13,2.135,-2.6724646935195095,8e-07,7.0
mp-1255447,ZnFe(SiO3)2,Si,Si,Zn,Fe,-2.6150553155000003,0.028762343416673275,0.0,8.003109,234.45556589681001,3.873031678664706,C2/c,15,1.9,1.9,1.65,1.83,3.44,1.74,0.4,0.4,0.74,0.61,0.6133938342823061,0.1925925925925926,2,2,12,8,10.0,4,12,8,8,5.0,3.0,7.0,5.0,12.0,7.0,3.0,5.0,8.0,2.0,1.7999999999999998,2.1399999999999997,2.01,2.0749999999999997,-2.634422204597273,8.003109,8.003109
mp-1255465,ZnCu(SiO3)2,Si,Si,Zn,Cu,-2.4251888615000006,0.09263743524999857,0.24300000000000033,1.9999101,232.46067689177113,4.016289848161243,C2/c,15,1.9,1.9,1.65,1.9,3.44,1.775,0.4,0.4,0.74,0.77,0.5906228334736823,0.03973509933774838,2,2,12,11,11.5,4,12,11,8,4.25,3.75,7.75,7.25,15.0,10.0,2.25,2.75,5.0,0.5,1.7999999999999998,2.1399999999999997,2.17,2.155,-2.4230813513770815,1.9999101,5.0
mp-1258028,ZnSi2NiO6,Si,Si,Zn,Ni,-2.5483741564999995,0.029907164416670184,3.8048,1.2e-06,224.15625438149877,4.093187564438345,C2/c,15,1.9,1.9,1.65,1.91,3.44,1.7799999999999998,0.4,0.4,0.74,0.69,0.6017930052651468,0.06993006993006999,2,2,12,10,11.0,4,12,10,8,4.5,3.5,7.5,6.5,14.0,9.0,2.5,3.5,6.0,1.0,1.7999999999999998,2.1399999999999997,2.09,2.1149999999999998,-2.575054666398364,1.2e-06,6.0
mp-1263932,TiZn(SiO3)2,Si,Si,Ti,Zn,-2.7555772448333338,0.26053819708333315,0.0,3.762469,231.33469455890418,3.8107482072882455,C2/c,15,1.9,1.9,1.54,1.65,3.44,1.595,0.4,0.4,0.86,0.74,0.5785419118799023,0.15,2,2,4,12,8.0,4,4,12,8,2.0,6.0,2.0,6.0,8.0,3.0,2.0,4.0,6.0,2.0,1.7999999999999998,2.26,2.1399999999999997,2.1999999999999997,-2.7676045977123582,3.762469,6.0
mp-1264233,ZnCo(SiO3)2,Si,Si,Zn,Co,-2.553575472250001,0.03005806525000132,2.5493628123322765,2e-06,462.5430160263105,3.9707008387961764,C2/c,15,1.9,1.9,1.65,1.88,3.44,1.765,0.4,0.4,0.74,0.65,0.6075380458882031,0.12949640287769779,2,2,12,9,10.5,4,12,9,8,4.75,3.25,7.25,5.75,13.0,8.0,2.75,4.25,7.0,1.5,1.7999999999999998,2.1399999999999997,2.05,2.0949999999999998,-2.5471798335671503,2e-06,7.0
mp-1272167,CaLa2MnO6,La,La,Ca,Mn,-3.1919933622931054,0.08290888349166892,2.347200000000001,1.5e-06,540.7217076722987,5.758966478835192,R-3,148,1.1,1.1,1.0,1.55,3.44,1.275,1.032,1.032,1.0,0.67,0.7694334191703281,0.3952095808383233,3,3,4,7,5.5,6,4,7,6,2.25,3.75,1.75,3.25,5.0,0.0,1.75,3.25,5.0,1.5,2.432,2.4,2.07,2.235,-3.223853236963739,1.5e-06,5.0
mp-1272179,Ba2MnNbO6,Ba,Ba,Mn,Nb,-2.9635321102931043,0.004553596166665841,1.1627999999999998,15.9994692,562.1426590706826,6.126422893211385,Pnma,62,0.89,0.89,1.55,1.6,3.44,1.5750000000000002,1.35,1.35,0.67,0.72,0.9281831256625327,0.07194244604316537,2,2,7,5,6.0,4,7,5,8,4.5,3.5,2.5,1.5,4.0,1.0,2.5,1.5,4.0,1.0,2.75,2.07,2.12,2.0949999999999998,-2.954722615533896,15.9994692,15.9994692
mp-1272475,CaLa2FeO6,La,La,Ca,Fe,-3.0090725482500007,0.04795854587499804,0.7532000000000005,6.61e-05,551.4326749484233,5.658029470234281,P-1,2,1.1,1.1,1.0,1.83,3.44,1.415,1.032,1.032,1.0,0.61,0.779901901063802,0.4844720496894411,3,3,4,8,6.0,6,4,8,6,2.0,4.0,2.0,4.0,6.0,1.0,2.0,4.0,6.0,2.0,2.432,2.4,2.01,2.205,-3.0094653042285344,6.61e-05,6.0
mp-1272284,La2GaNiO6,La,La,Ga,Ni,-2.75964756225,0.04390543502500055,0.6707999999999998,1.1e-06,240.86903907201486,6.9246105254713335,P-1,2,1.1,1.1,1.81,1.91,3.44,1.8599999999999999,1.032,1.032,0.62,0.69,0.8368290471268534,0.1068702290076335,3,3,3,10,6.5,6,13,10,6,3.75,2.25,9.25,7.75,17.0,12.0,0.75,2.25,3.0,1.5,2.432,2.02,2.09,2.0549999999999997,-2.748597763161657,1.1e-06,3.0
mp-1272506,Ba2FeWO6,Ba,Ba,Fe,W,-2.639823302,0.000347599499999518,2.5062,9.33e-05,284.644737626344,7.121057535062029,C2/c,15,0.89,0.89,1.83,1.7,3.44,1.7650000000000001,1.35,1.35,0.61,0.66,0.9555497043061453,0.07874015748031503,2,2,8,6,7.0,4,8,6,8,4.5,3.5,3.5,2.5,6.0,1.0,3.5,2.5,6.0,1.0,2.75,2.01,2.06,2.035,-2.6353450193187067,9.33e-05,6.0
mp-1272359,Ca2CrWO6,Ca,Ca,Cr,W,-2.7694489315,0.03334985019444758,2.0392,1.45e-05,240.75424347736276,5.683164627252544,C2/m,12,1.0,1.0,1.66,1.7,3.44,1.68,1.0,1.0,0.73,0.66,0.8100507278509376,0.10071942446043157,2,2,6,6,6.0,4,6,6,8,4.0,4.0,2.0,2.0,4.0,1.0,2.0,2.0,4.0,0.0,2.4,2.13,2.06,2.0949999999999998,-2.742166122900523,1.45e-05,4.0
mp-1272441,CaLa2CoO6,La,La,Ca,Co,-2.914983420000001,0.04372023258333346,0.4546999999999999,2.0101912,529.3143283437488,5.933212897022766,P-1,2,1.1,1.1,1.0,1.88,3.44,1.44,1.032,1.032,1.0,0.65,0.7728915468969365,0.42424242424242425,3,3,4,9,6.5,6,4,9,6,1.75,4.25,2.25,4.75,7.0,2.0,2.25,4.75,7.0,2.5,2.432,2.4,2.05,2.2249999999999996,-2.9124789299470426,2.0101912,7.0
mp-1272744,Zn2CoWO6,Zn,Zn,Co,W,-1.8144612084999991,0.05288124700000019,2.6091,5e-07,224.08317422033804,6.959634970280685,R3,146,1.65,1.65,1.88,1.7,3.44,1.79,0.74,0.74,0.65,0.66,0.7363545069290567,0.015267175572519097,2,2,9,6,7.5,4,9,6,8,4.75,3.25,4.25,2.75,7.0,2.0,4.25,2.75,7.0,1.5,2.1399999999999997,2.05,2.06,2.0549999999999997,-1.8230493193225041,5e-07,7.0
mp-1272721,Sr2FeSnO6,Sr,Sr,Fe,Sn,-2.3745034615000002,0.05566730574999923,0.0,18.2004314,527.8550667576255,5.609524908688199,Cmmm,65,0.95,0.95,1.83,1.96,3.44,1.895,1.18,1.18,0.61,0.69,0.8899197538835574,0.12307692307692303,2,2,8,4,6.0,4,8,14,8,2.5,5.5,5.5,8.5,14.0,9.0,4.5,1.5,6.0,3.0,2.58,2.01,2.09,2.05,-2.3720575114393547,18.2004314,18.2004314
mp-1272719,Sr2TaMnO6,Sr,Sr,Ta,Mn,-3.102293240526438,0.0016381509999696675,1.2147000000000006,0.0,519.7841573960703,6.480354750345931,I4/mmm,139,0.95,0.95,1.5,1.55,3.44,1.525,1.18,1.18,0.72,0.67,0.870804532439758,0.07194244604316537,2,2,5,7,6.0,4,5,7,8,3.5,4.5,1.5,2.5,4.0,1.0,1.5,2.5,4.0,1.0,2.58,2.12,2.07,2.0949999999999998,-3.09142727994571,0.0,4.0
mp-1272748,Sr2VMoO6,Sr,Sr,V,Mo,-2.7440281229999997,0.021703203328126364,0.5790999999999995,5.9999996,257.8717299664893,5.384856327252395,Amm2,38,0.95,0.95,1.63,2.16,3.44,1.895,1.18,1.18,0.79,0.69,0.8524932221781742,0.13513513513513525,2,2,5,6,5.5,4,5,6,8,3.75,4.25,1.25,1.75,3.0,2.0,1.25,1.75,3.0,0.5,2.58,2.19,2.09,2.1399999999999997,-2.7430509215934857,5.9999996,5.9999996
mp-1272828,Sr2MnMoO6,Sr,Sr,Mn,Mo,-2.613435065293104,0.03537445749999968,0.8079000000000001,1.9855319,258.75495644900366,5.4177708291831355,P1,1,0.95,0.95,1.55,2.16,3.44,1.855,1.18,1.18,0.67,0.69,0.8770843728179291,0.029411764705882217,2,2,7,6,6.5,4,7,6,8,4.25,3.75,2.75,2.25,5.0,0.0,2.75,2.25,5.0,0.5,2.58,2.07,2.09,2.08,-2.6126232314690268,1.9855319,5.0
mp-1272971,Sr2ZrVO6,Sr,Sr,Zr,V,-3.28110862325,0.00870550693017158,1.1696999999999997,4.0000168,528.0462801350559,5.200074553618169,P-1,2,0.95,0.95,1.33,1.63,3.44,1.48,1.18,1.18,0.72,0.79,0.8465593946456115,0.09271523178807956,2,2,4,5,4.5,4,4,5,8,3.75,4.25,0.25,0.75,1.0,4.0,0.25,0.75,1.0,0.5,2.58,2.12,2.19,2.1550000000000002,-3.2951484570061353,4.0000168,4.0000168
mp-1272760,Sr2FeWO6,Sr,Sr,Fe,W,-2.660259241,0.0027560869999998516,2.4314,0.0003036,264.3637248394245,6.418467180870802,P-1,2,0.95,0.95,1.83,1.7,3.44,1.7650000000000001,1.18,1.18,0.61,0.66,0.8964793589490381,0.07874015748031503,2,2,8,6,7.0,4,8,6,8,4.5,3.5,3.5,2.5,6.0,1.0,3.5,2.5,6.0,1.0,2.58,2.01,2.06,2.035,-2.673517259351019,0.0003036,6.0
mp-1272866,La2MgFeO6,La,La,Mg,Fe,-3.00154486,0.001562105875001052,0.6817000000000002,0.0002106,246.73059598878228,6.110420928317072,P-1,2,1.1,1.1,1.31,1.83,3.44,1.57,1.032,1.032,0.72,0.61,0.8327766062206701,0.16541353383458643,3,3,4,8,6.0,6,4,8,6,2.0,4.0,2.0,4.0,6.0,1.0,2.0,4.0,6.0,2.0,2.432,2.12,2.01,2.065,-3.029596965435994,0.0002106,6.0
