Material_ID,Formula,element_A,element_Aprime,element_B,element_Bprime,Formation_Energy_eV_atom,Energy_Above_Hull_eV,Band_Gap_eV,Total_Magnetization_uB,Volume_A3,Density_g_cm3,Space_Group_Symbol,Space_Group_Number,EN_A,EN_Aprime,EN_B,EN_Bprime,EN_O,EN_avg,Shannon_A,Shannon_Aprime,Shannon_B,Shannon_Bprime,Tolerance_Factor,Octahedral_Mismatch,Val_A,Val_Aprime,Val_B,Val_Bprime,Val_avg,Total_A_Charge,Group_B,Group_Bprime,Sum_Ox_B_Bprime,Ox_B,Ox_Bprime,d_electrons_B,d_electrons_Bprime,Total_d_electrons,Spin_Proxy_Distance,HS_moment_B,HS_moment_Bprime,Total_HS_FM,Total_HS_FiM,d_AO,d_BO,d_BprimeO,d_avg,E_GNN,M_net,M_abs
mp-2227887,BaMgBi2O5,Bi,Bi,Ba,Mg,-1.6363795022222232,0.6390484497222229,0.0,0.0003982,174.96769140736558,6.259867885043268,P4/mmm,123,1.9,1.9,0.89,1.31,3.44,1.1,1.03,1.03,1.35,0.72,0.7056548165434539,0.6086956521739131,3,3,4,4,4.0,6,4,4,6,3.0,3.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,0.0,2.4299999999999997,2.75,2.12,2.435,-1.6264452191619985,0.0003982,2.0
mp-2242142,BaMgBi2O5,Bi,Bi,Ba,Mg,-1.5249992888888895,0.7504286630555566,0.8410000000000002,0.0,182.79418452847025,5.991846158489463,P4/mmm,123,1.9,1.9,0.89,1.31,3.44,1.1,1.03,1.03,1.35,0.72,0.7056548165434539,0.6086956521739131,3,3,4,4,4.0,6,4,4,6,3.0,3.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,0.0,2.4299999999999997,2.75,2.12,2.435,-1.5277645749123132,0.0,2.0
mp-768636,LiBi2BO5,Bi,Bi,Li,B,-2.0386030161111117,0.09842523166666872,1.7318000000000007,0.0007881,464.9530287824633,7.367249748796289,Pnma,62,1.9,1.9,0.98,2.04,3.44,1.51,1.03,1.03,0.76,0.27,0.8972686570670027,0.9514563106796116,3,3,4,4,4.0,6,4,4,6,3.0,3.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,0.0,2.4299999999999997,2.16,1.67,1.915,-2.025649245349098,0.0007881,2.0
mp-768764,Li2BiBO5,Li,Li,Bi,B,-2.0693998350925935,0.06405714513888494,0.0,0.002183,188.2881638628227,5.532604315407077,P4/nmm,129,0.98,0.98,1.9,2.04,3.44,1.97,0.76,0.76,1.03,0.27,0.7450490962746062,1.1692307692307693,1,1,5,4,4.5,2,15,4,10,7.75,2.25,7.25,1.75,9.0,4.0,2.75,1.75,4.5,1.0,2.16,2.4299999999999997,1.67,2.05,-2.038939237964433,0.002183,4.5
mp-775928,Li2VPO5,Li,Li,V,P,-2.614071395145503,0.08917004995371425,1.2372999999999998,8.0000088,373.2723816544944,3.1281525715787573,P1,1,0.98,0.98,1.63,2.19,3.44,1.91,0.76,0.76,0.79,0.44,0.7579903957136194,0.5691056910569107,1,1,5,4,4.5,2,5,4,10,5.25,4.75,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.16,2.19,1.8399999999999999,2.0149999999999997,-2.61875446263997,8.0000088,8.0000088
mp-777569,Ta2CrNO5,Ta,Ta,Cr,N,-2.6314210666296294,0.17924780166666743,1.4420000000000002,0.0,209.84423315815533,8.038156756734537,Cm,8,1.5,1.5,1.66,3.04,3.44,2.35,0.72,0.72,0.73,0.16,0.8125021008755993,1.2808988764044942,2,2,6,4,5.0,4,6,4,8,4.5,3.5,1.5,0.5,2.0,3.0,1.5,0.5,2.0,1.0,2.12,2.13,1.5599999999999998,1.8449999999999998,-2.636103805768613,0.0,2.0
mp-779348,Ta2CrNO5,Ta,Ta,Cr,N,-2.6367584746851853,0.17391039361111105,1.2699000000000003,1.9e-06,420.06631407640174,8.030926470886763,P2_1,4,1.5,1.5,1.66,3.04,3.44,2.35,0.72,0.72,0.73,0.16,0.8125021008755993,1.2808988764044942,2,2,6,4,5.0,4,6,4,8,4.5,3.5,1.5,0.5,2.0,3.0,1.5,0.5,2.0,1.0,2.12,2.13,1.5599999999999998,1.8449999999999998,-2.6051742183750375,1.9e-06,2.0
mp-780725,Li2VPO5,Li,Li,V,P,-2.6269234332010587,0.07631801189815857,1.0671,8.0005151,364.78500791639436,3.2009346196580806,Pmn2_1,31,0.98,0.98,1.63,2.19,3.44,1.91,0.76,0.76,0.79,0.44,0.7579903957136194,0.5691056910569107,1,1,5,4,4.5,2,5,4,10,5.25,4.75,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.16,2.19,1.8399999999999999,2.0149999999999997,-2.6115747386180006,8.0005151,8.0005151
mp-818654,Na2FePO5,Na,Na,Fe,P,-2.3065772812390537,0.04788172277777747,1.5365000000000002,40.0055057,885.7691374383993,3.1913950967796314,Pbcn,60,0.93,0.93,1.83,2.19,3.44,2.01,1.02,1.02,0.61,0.44,0.8889342392059455,0.32380952380952377,1,1,8,4,6.0,2,8,4,10,6.0,4.0,2.0,0.0,2.0,3.0,2.0,0.0,2.0,2.0,2.42,2.01,1.8399999999999999,1.9249999999999998,-2.3159667689577526,40.0055057,40.0055057
mp-825626,BaLu2NiO5,Lu,Lu,Ba,Ni,-3.0321822092592594,0.16430057874999182,0.0,5e-06,479.60769862015775,8.668891328772208,Pnma,62,1.0,1.0,0.89,1.91,3.44,1.4,0.861,0.861,1.35,0.69,0.6606481125052827,0.6470588235294119,3,3,4,10,7.0,6,4,10,6,1.5,4.5,2.5,5.5,8.0,3.0,2.5,4.5,7.0,2.0,2.261,2.75,2.09,2.42,-3.02133100838754,5e-06,7.0
mp-849504,Ta2CrNO5,Ta,Ta,Cr,N,-2.6430613480185183,0.16760752027777848,1.4359999999999995,5.2e-06,418.3398749965615,8.064069152556247,Pmn2_1,31,1.5,1.5,1.66,3.04,3.44,2.35,0.72,0.72,0.73,0.16,0.8125021008755993,1.2808988764044942,2,2,6,4,5.0,4,6,4,8,4.5,3.5,1.5,0.5,2.0,3.0,1.5,0.5,2.0,1.0,2.12,2.13,1.5599999999999998,1.8449999999999998,-2.6523297018747676,5.2e-06,2.0
mp-861176,Li2FePO5,Li,Li,Fe,P,-2.373820267089947,0.09642386055555452,1.6162999999999998,39.996597,766.9802149137264,3.129735945026007,P2_1/c,14,0.98,0.98,1.83,2.19,3.44,2.01,0.76,0.76,0.61,0.44,0.7934289077210093,0.32380952380952377,1,1,8,4,6.0,2,8,4,10,6.0,4.0,2.0,0.0,2.0,3.0,2.0,0.0,2.0,2.0,2.16,2.01,1.8399999999999999,1.9249999999999998,-2.383134862161352,39.996597,39.996597
mp-863039,Li2MnPO5,Li,Li,Mn,P,-2.471080309082284,0.08044160009259294,0.8236999999999997,31.9978823,760.2891499593517,3.141432801161159,P2_1/c,14,0.98,0.98,1.55,2.19,3.44,1.87,0.76,0.76,0.67,0.44,0.7812535280628863,0.41441441441441446,1,1,7,4,5.5,2,7,4,10,5.75,4.25,1.25,0.0,1.25,3.75,1.25,0.0,1.25,1.25,2.16,2.07,1.8399999999999999,1.9549999999999998,-2.4662410636509633,31.9978823,31.9978823
mp-976868,NiH2SeO5,H,H,Ni,Se,-1.1325926494270833,0.11992859777777731,2.0722,0.0,191.9039758683265,3.8015308272153807,C2/c,15,2.2,2.2,1.91,2.55,3.44,2.23,-28.0,-28.0,0.69,1.98,-6.877162844446861,0.9662921348314607,2,2,10,4,7.0,4,10,4,8,5.5,2.5,4.5,1.5,6.0,1.0,4.5,1.5,6.0,3.0,-26.6,2.09,3.38,2.735,-1.1708582543202393,0.0,6.0
mp-1046989,Ca2AlMoO5,Ca,Ca,Al,Mo,-2.9510520650000007,0.041141240466266105,1.6287000000000003,5.9995554,243.1429742126197,3.8665014465995244,Cc,9,1.0,1.0,1.61,2.16,3.44,1.8850000000000002,1.0,1.0,0.535,0.69,0.8432577763218453,0.2530612244897958,2,2,3,6,4.5,4,13,6,8,5.75,2.25,7.25,3.75,11.0,6.0,2.75,3.75,6.5,1.0,2.4,1.935,2.09,2.0125,-2.9855504216502613,5.9995554,6.5
mp-1047440,Ca2YVO5,Ca,Ca,Y,V,-3.180787671111111,0.10896040118055339,1.5755,3.9883638,251.7192399466731,3.958078865725242,Ima2,46,1.0,1.0,1.22,1.63,3.44,1.4249999999999998,1.0,1.0,0.9,0.79,0.7559270712016543,0.1301775147928994,2,2,3,5,4.0,4,3,5,8,3.5,4.5,0.0,0.5,0.5,4.5,0.0,0.5,0.5,0.5,2.4,2.3,2.19,2.245,-3.1920334216959305,3.9883638,3.9883638
mp-1047496,Ca2YCoO5,Ca,Ca,Y,Co,-2.799216830555556,0.13164828479166601,0.6059999999999999,6.0038237,239.18104445611795,4.276533073948493,C2,5,1.0,1.0,1.22,1.88,3.44,1.5499999999999998,1.0,1.0,0.9,0.65,0.7802557585506731,0.3225806451612903,2,2,3,9,6.0,4,3,9,8,2.5,5.5,0.5,3.5,4.0,1.0,0.5,3.5,4.0,3.0,2.4,2.3,2.05,2.175,-2.8194734529622445,6.0038237,6.0038237
mp-1047503,Ca2YCrO5,Ca,Ca,Y,Cr,-3.1232553894444433,0.1352026056249951,2.2051,5.9981711,248.12467630975965,4.029534779061341,Ima2,46,1.0,1.0,1.22,1.66,3.44,1.44,1.0,1.0,0.9,0.73,0.7661653611050627,0.2085889570552148,2,2,3,6,4.5,4,3,6,8,3.25,4.75,0.0,1.25,1.25,3.75,0.0,1.25,1.25,1.25,2.4,2.3,2.13,2.215,-3.116970442792538,5.9981711,5.9981711
mp-1047494,Ca2YMnO5,Ca,Ca,Y,Mn,-3.020662470881226,0.13160341840277123,0.2881,7.9990481,250.66841959324486,4.027621204114971,Ima2,46,1.0,1.0,1.22,1.55,3.44,1.385,1.0,1.0,0.9,0.67,0.776684793980647,0.2929936305732484,2,2,3,7,5.0,4,3,7,8,3.0,5.0,0.0,2.0,2.0,3.0,0.0,2.0,2.0,2.0,2.4,2.3,2.07,2.1849999999999996,-3.0388229523916506,7.9990481,7.9990481
mp-1047556,Ca2YNiO5,Ca,Ca,Y,Ni,-2.7299279372222225,0.11674555673611042,0.0,2.0002085,237.00276699236252,4.312478214142565,Ima2,46,1.0,1.0,1.22,1.91,3.44,1.565,1.0,1.0,0.9,0.69,0.7731463666732182,0.2641509433962265,2,2,3,10,6.5,4,3,10,8,2.25,5.75,0.75,4.25,5.0,0.0,0.75,4.25,5.0,3.5,2.4,2.3,2.09,2.195,-2.7581740112489284,2.0002085,5.0
mp-1047527,Ca2YFeO5,Ca,Ca,Y,Fe,-2.929702393333334,0.13136146312499974,0.9384000000000001,9.9986477,251.84695911326833,4.020733519846966,Ima2,46,1.0,1.0,1.22,1.83,3.44,1.525,1.0,1.0,0.9,0.61,0.7874971112982432,0.3841059602649007,2,2,3,8,5.5,4,3,8,8,2.75,5.25,0.25,2.75,3.0,2.0,0.25,2.75,3.0,2.5,2.4,2.3,2.01,2.155,-2.9003894179549032,9.9986477,9.9986477
mp-1076627,Sr2TiMnO5,Sr,Sr,Ti,Mn,-3.0787602173627073,0.051147827777777266,1.4088000000000003,2e-07,511.64960612654284,4.648046607830034,Ima2,46,0.95,0.95,1.54,1.55,3.44,1.545,1.18,1.18,0.86,0.67,0.8426491895895116,0.24836601307189535,2,2,4,7,5.5,4,4,7,8,3.25,4.75,0.75,2.25,3.0,2.0,0.75,2.25,3.0,1.5,2.58,2.26,2.07,2.165,-3.0832757433724383,2e-07,3.0
mp-1094028,TiSiAg2O5,Ag,Ag,Ti,Si,-2.303131396296296,0.06237548824073702,1.3457999999999997,1.54e-05,237.80729662876868,5.1907487033938775,P4/nmm,129,1.93,1.93,1.54,1.9,3.44,1.72,1.15,1.15,0.86,0.4,0.888237582278668,0.7301587301587301,1,1,4,4,4.0,2,4,4,10,5.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.55,2.26,1.7999999999999998,2.03,-2.3017808322025375,1.54e-05,1.54e-05
mp-1096865,AlFe2BO5,Fe,Fe,Al,B,-2.436238123796296,6.267550000771394e-05,2.8114,31.9999992,351.9393778725637,4.3309701990894105,Pbam,55,1.83,1.83,1.61,2.04,3.44,1.8250000000000002,0.61,0.61,0.535,0.27,0.7885074231261916,0.6583850931677019,2,2,3,4,3.5,4,13,4,8,6.25,1.75,6.75,2.25,9.0,4.0,3.25,2.25,5.5,1.0,2.01,1.935,1.67,1.8025,-2.464733087520565,31.9999992,31.9999992
mp-1097025,GaFe2BO5,Fe,Fe,Ga,B,-2.125574479074073,0.0,2.0764482392262114,31.9996768,367.2565819441348,4.923354712801115,Pbam,55,1.83,1.83,1.81,2.04,3.44,1.925,0.61,0.61,0.62,0.27,0.7703439729999784,0.7865168539325842,2,2,3,4,3.5,4,13,4,8,6.25,1.75,6.75,2.25,9.0,4.0,3.25,2.25,5.5,1.0,2.01,2.02,1.67,1.845,-2.1364621335645766,31.9996768,31.9996768
mp-1097047,FeCu2BO5,Cu,Cu,Fe,B,-1.6169733526851857,0.06335902833332963,0.0,21.9964342,368.440811956914,4.93500451274288,P1,1,1.9,1.9,1.83,2.04,3.44,1.935,0.77,0.77,0.61,0.27,0.8339248452037,0.7727272727272727,2,2,8,4,6.0,4,8,4,8,5.0,3.0,3.0,1.0,4.0,1.0,3.0,1.0,4.0,2.0,2.17,2.01,1.67,1.8399999999999999,-1.6147549008909885,21.9964342,21.9964342
mp-1097060,KCe2FeO5,Ce,Ce,K,Fe,-2.8129837738611108,0.22895226212966868,0.03649999999999931,19.9991158,605.3311325812673,4.994498690441648,Pna2_1,33,1.12,1.12,0.82,1.83,3.44,1.325,1.01,1.01,1.38,0.61,0.7115354249100542,0.7738693467336684,3,3,4,8,6.0,6,4,8,6,2.0,4.0,2.0,4.0,6.0,1.0,2.0,4.0,6.0,2.0,2.41,2.78,2.01,2.3949999999999996,-2.8360036454095567,19.9991158,19.9991158
mp-1105158,Sr2ScGaO5,Sr,Sr,Sc,Ga,-3.1986859458333337,0.0,2.7724,0.000814,263.0145802718084,4.670918421757266,Ima2,46,0.95,0.95,1.36,1.81,3.44,1.585,1.18,1.18,0.745,0.62,0.876031450401581,0.18315018315018314,2,2,3,3,3.0,4,3,13,8,1.5,6.5,1.5,6.5,8.0,3.0,1.5,3.5,5.0,2.0,2.58,2.145,2.02,2.0825,-3.1911719854664202,0.000814,5.0
mp-1106089,Ba2InGaO5,Ba,Ba,In,Ga,-2.570699569351852,0.0,1.4144999999999999,0.0012176,294.7278335288981,6.075770794557979,Ima2,46,0.89,0.89,1.78,1.81,3.44,1.795,1.35,1.35,0.8,0.62,0.9215846674232254,0.2535211267605635,2,2,3,3,3.0,4,13,13,8,4.0,4.0,9.0,9.0,18.0,13.0,1.0,1.0,2.0,0.0,2.75,2.2,2.02,2.1100000000000003,-2.582712343150228,0.0012176,2.0
mp-1106222,Zn2SiHO5,Zn,Zn,Si,H,-1.9867611890277783,0.12989087319444081,0.09160000000000001,1.999371,238.39747115614156,3.3421272100887935,Imm2,44,1.65,1.65,1.9,2.2,3.44,2.05,0.74,0.74,0.4,-28.0,-0.12203294449509769,284000.0,2,2,4,4,4.0,4,4,4,8,4.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.1399999999999997,1.7999999999999998,-26.6,-12.4,-1.9925950640236438,1.999371,1.999371
mp-1147662,Sr2CuCO5,Sr,Sr,Cu,C,-2.3781140738888897,0.044726490277759545,0.0,0.0063612,237.3114394242258,4.629324771998555,I-42m,121,0.95,0.95,1.9,2.55,3.44,2.2249999999999996,1.18,1.18,0.77,0.16,0.9781959761186556,1.3118279569892473,2,2,11,4,7.5,4,11,4,8,5.75,2.25,5.25,1.75,7.0,2.0,4.75,1.75,6.5,3.0,2.58,2.17,1.5599999999999998,1.8649999999999998,-2.390148206133478,0.0063612,6.5
mp-1147744,Li2VPO5,Li,Li,V,P,-2.6219429526455023,0.08129849245371545,1.4956999999999998,7.9999414,372.39171610920863,3.135550309151895,P-1,2,0.98,0.98,1.63,2.19,3.44,1.91,0.76,0.76,0.79,0.44,0.7579903957136194,0.5691056910569107,1,1,5,4,4.5,2,5,4,10,5.25,4.75,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.16,2.19,1.8399999999999999,2.0149999999999997,-2.5848973889553233,7.9999414,7.9999414
mp-1177806,Li2VCO5,Li,Li,V,C,-2.287785884074075,0.05153788555556549,1.6756000000000002,4.0016627,331.065140546731,3.146502641692008,P1,1,0.98,0.98,1.63,2.55,3.44,2.09,0.76,0.76,0.79,0.16,0.8145870119269027,1.3263157894736841,1,1,5,4,4.5,2,5,4,10,5.25,4.75,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.16,2.19,1.5599999999999998,1.875,-2.2880558285688335,4.0016627,4.0016627
mp-1180996,Mg2PHO5,Mg,Mg,P,H,-2.3965817799140217,0.37375047101851955,2.2900249909284547,0.0027595,540.2376427184461,2.9616279127420326,P31m,157,1.31,1.31,2.19,2.2,3.44,2.1950000000000003,0.72,0.72,0.44,-28.0,-0.1210877525133668,284400.0,2,2,4,4,4.0,4,4,4,8,4.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.12,1.8399999999999999,-26.6,-12.38,-2.4177359984931397,0.0027595,0.0027595
mp-1182243,BaEu2PdO5,Eu,Eu,Ba,Pd,-2.627765221666668,0.13462544527778064,0.0,24.0051146,272.5102019895024,7.649430156066629,P4/mbm,127,1.5,1.5,0.89,2.2,3.44,1.5450000000000002,1.17,1.17,1.35,0.86,0.7254548613370966,0.4434389140271494,3,3,4,10,7.0,6,4,10,6,1.5,4.5,2.5,5.5,8.0,3.0,2.5,4.5,7.0,2.0,2.57,2.75,2.26,2.505,-2.611314323424604,24.0051146,24.0051146
mp-1182677,BaGd2CuO5,Gd,Gd,Ba,Cu,-3.023537846388889,0.025897405277778063,0.37729999999999997,51.999999,523.7244456162902,7.550803891153323,Pnma,62,1.2,1.2,0.89,1.9,3.44,1.395,0.938,0.938,1.35,0.77,0.6720388839081902,0.5471698113207547,3,3,4,11,7.5,6,4,11,6,1.25,4.75,2.75,6.25,9.0,4.0,2.75,3.75,6.5,1.0,2.338,2.75,2.17,2.46,-3.047954719388309,51.999999,51.999999
mp-1187872,Zn2InGaO5,Zn,Zn,In,Ga,-1.984964748240741,0.012503672777776309,1.1575841766888866,0.0055873,220.54970203200665,5.9533436507355795,P6_3/mmc,194,1.65,1.65,1.78,1.81,3.44,1.795,0.74,0.74,0.8,0.62,0.7171604321038917,0.2535211267605635,2,2,3,3,3.0,4,13,13,8,4.0,4.0,9.0,9.0,18.0,13.0,1.0,1.0,2.0,0.0,2.1399999999999997,2.2,2.02,2.1100000000000003,-1.980787476340646,0.0055873,2.0
mp-1188181,BaEu2PtO5,Eu,Eu,Ba,Pt,-2.653670721111114,0.1265269126388855,0.0,24.0009537,277.5644568389624,8.571010337710524,P4/mbm,127,1.5,1.5,0.89,2.2,3.44,1.5450000000000002,1.17,1.17,1.35,0.8,0.7342482535957281,0.5116279069767441,3,3,4,10,7.0,6,4,10,6,1.5,4.5,2.5,5.5,8.0,3.0,2.5,4.5,7.0,2.0,2.57,2.75,2.2,2.475,-2.6928641235887096,24.0009537,24.0009537
mp-1188668,FePH2O5,H,H,Fe,P,-1.9883757207936508,0.0060159172222151724,2.0661000000000005,9.999723,183.29701781041396,3.058986348603721,C2/c,15,2.2,2.2,1.83,2.19,3.44,2.01,-28.0,-28.0,0.61,0.44,-9.770930067305022,0.32380952380952377,2,2,8,4,6.0,4,8,4,8,5.0,3.0,3.0,1.0,4.0,1.0,3.0,1.0,4.0,2.0,-26.6,2.01,1.8399999999999999,1.9249999999999998,-2.0149394417716193,9.999723,9.999723
mp-1188700,InAsH2O5,H,H,In,As,-1.6516798390740743,0.0,2.1239,0.0002131,206.74603040131308,4.365313416078385,P-1,2,2.2,2.2,1.78,2.18,3.44,1.98,-28.0,-28.0,0.8,0.58,-8.99954085146515,0.31884057971014507,2,2,3,4,3.5,4,13,4,8,6.25,1.75,6.75,2.25,9.0,4.0,3.25,2.25,5.5,1.0,-26.6,2.2,1.98,2.09,-1.6477426143566918,0.0002131,5.5
mp-1189864,Li2LuSiO5,Li,Li,Lu,Si,-2.981167382592593,0.08876958374073673,0.11570000000000003,2.0000018,216.8011469250045,4.54855856194875,P-1,2,0.98,0.98,1.0,1.9,3.44,1.45,0.76,0.76,0.861,0.4,0.7522042094867977,0.7311657414750197,1,1,4,4,4.0,2,4,4,10,5.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.16,2.261,1.7999999999999998,2.0305,-2.9663980509926846,2.0000018,2.0000018
mp-1194602,CdH2SO5,H,H,Cd,S,-1.6521831686111108,0.0,3.4984,0.0008028,419.7006791796628,3.584398620950887,P2_1/c,14,2.2,2.2,1.69,2.58,3.44,2.135,-28.0,-28.0,0.95,1.84,-6.7295314417038155,0.6379928315412188,2,2,12,4,8.0,4,12,4,8,6.0,2.0,6.0,2.0,8.0,3.0,4.0,2.0,6.0,2.0,-26.6,2.3499999999999996,3.24,2.795,-1.6487558029873115,0.0008028,6.0
mp-1194762,Na2NdGeO5,Na,Na,Nd,Ge,-2.410584326695402,0.06462260999999714,0.4843783408417881,4.0000272,498.0527988548215,4.572446934949557,Pnma,62,0.93,0.93,1.14,2.01,3.44,1.5749999999999997,1.02,1.02,0.983,0.73,0.7583418614985353,0.29538820782253356,1,1,4,4,4.0,2,4,4,10,5.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.42,2.383,2.13,2.2565,-2.4128972923431666,4.0000272,4.0000272
mp-1194817,Na2ScSiO5,Na,Na,Sc,Si,-2.835659041834292,0.061997303124994296,0.0,8.0194821,899.8721748543381,2.9379913419348744,Pca2_1,29,0.93,0.93,1.36,1.9,3.44,1.63,1.02,1.02,0.745,0.4,0.8675277112656249,0.6026200873362445,1,1,3,4,3.5,2,3,4,10,4.75,5.25,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.42,2.145,1.7999999999999998,1.9725,-2.841681115746078,8.0194821,8.0194821
mp-1197678,VCu2HO5,Cu,Cu,V,H,-1.4933717754166669,0.03572429402777022,0.052999999999999936,16.0043558,808.536617582988,4.256019486246107,P2_12_12_1,19,1.9,1.9,1.63,2.2,3.44,1.915,0.77,0.77,0.79,-28.0,-0.12572074683939435,287900.0,2,2,5,4,4.5,4,5,4,8,4.25,3.75,0.75,0.25,1.0,4.0,0.75,0.25,1.0,0.5,2.17,2.19,-26.6,-12.205,-1.5229422152240155,16.0043558,16.0043558
mp-1198030,Sr2CuCO5,Sr,Sr,Cu,C,-2.3839508750000014,0.03888968916664837,0.0,0.0029755,475.08507610840775,4.624821028705688,I-4,82,0.95,0.95,1.9,2.55,3.44,2.2249999999999996,1.18,1.18,0.77,0.16,0.9781959761186556,1.3118279569892473,2,2,11,4,7.5,4,11,4,8,5.75,2.25,5.25,1.75,7.0,2.0,4.75,1.75,6.5,3.0,2.58,2.17,1.5599999999999998,1.8649999999999998,-2.3983477591678954,0.0029755,6.5
mp-1198057,NbBi2O5F,Bi,Bi,Nb,F,-2.404462266944446,0.019686785833338938,2.375435319825481,0.0001088,508.27560526869024,7.96969703506214,Pca2_1,29,1.9,1.9,1.6,3.98,3.44,2.79,1.03,1.03,0.72,1.33,0.7085647333127053,0.5951219512195124,3,3,5,4,4.5,6,5,4,6,3.25,2.75,1.75,1.25,3.0,2.0,1.75,1.25,3.0,0.5,2.4299999999999997,2.12,2.73,2.425,-2.413675042363642,0.0001088,3.0
mp-1198923,Cd2AsHO5,Cd,Cd,As,H,-1.5859742878472218,0.0,1.5943,0.0025128,1976.274097440928,5.118705563548662,P2_1/c,14,1.69,1.69,2.18,2.2,3.44,2.1900000000000004,0.95,0.95,0.58,-28.0,-0.13498789080328077,285799.99999999994,2,2,4,4,4.0,4,4,4,8,4.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.3499999999999996,1.98,-26.6,-12.31,-1.5648318433228434,0.0025128,0.0025128
mp-1199415,Mn2VHO5,Mn,Mn,V,H,-2.0974863295402306,0.0,1.5524,80.0008831,874.8774349296987,3.671881274133864,Pnma,62,1.55,1.55,1.63,2.2,3.44,1.915,0.67,0.67,0.79,-28.0,-0.11992716403573563,287900.0,2,2,5,4,4.5,4,5,4,8,4.25,3.75,0.75,0.25,1.0,4.0,0.75,0.25,1.0,0.5,2.07,2.19,-26.6,-12.205,-2.0906139637488614,80.0008831,80.0008831
mp-1200251,Cu2PHO5,Cu,Cu,P,H,-1.6561035653769847,0.015529509185185475,0.0,8.001045,411.3757563223271,3.86008397241648,P2_1/c,14,1.9,1.9,2.19,2.2,3.44,2.1950000000000003,0.77,0.77,0.44,-28.0,-0.12394359573302166,284400.0,2,2,4,4,4.0,4,4,4,8,4.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.17,1.8399999999999999,-26.6,-12.38,-1.6913643684842394,8.001045,8.001045
mp-1202472,Zn2SiHO5,Zn,Zn,Si,H,-1.9819749229166672,0.13467713930555192,0.2032,3.9992126,473.56703910568206,3.3649076450588606,Pnn2,34,1.65,1.65,1.9,2.2,3.44,2.05,0.74,0.74,0.4,-28.0,-0.12203294449509769,284000.0,2,2,4,4,4.0,4,4,4,8,4.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.1399999999999997,1.7999999999999998,-26.6,-12.4,-1.9754932435287713,3.9992126,3.9992126
mp-1202591,Mn2AsHO5,Mn,Mn,As,H,-1.8762432144013417,0.0,0.0,40.0000007,467.8144974111562,3.7739373549064483,Pnnm,58,1.55,1.55,2.18,2.2,3.44,2.1900000000000004,0.67,0.67,0.58,-28.0,-0.11890422721820902,285799.99999999994,2,2,4,4,4.0,4,4,4,8,4.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.07,1.98,-26.6,-12.31,-1.883944860009668,40.0000007,40.0000007
mp-1202958,Co2AsHO5,Co,Co,As,H,-1.5068288893055564,0.0,1.9497834725482583,24.0001621,448.9409773468795,4.05081184387223,Pnnm,58,1.88,1.88,2.18,2.2,3.44,2.1900000000000004,0.65,0.65,0.58,-28.0,-0.11775539410498961,285799.99999999994,2,2,4,4,4.0,4,4,4,8,4.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.05,1.98,-26.6,-12.31,-1.5203673293116755,24.0001621,24.0001621
mp-1203339,Ca2FeCoO5,Ca,Ca,Fe,Co,-2.283790955833333,0.04349864222221278,0.0,57.9998206,907.7024023446721,4.023644660479883,Pbcm,57,1.0,1.0,1.83,1.88,3.44,1.855,1.0,1.0,0.61,0.65,0.835988312732864,0.06349206349206354,2,2,8,9,8.5,4,8,9,8,3.75,4.25,4.25,4.75,9.0,4.0,4.25,4.75,9.0,0.5,2.4,2.01,2.05,2.03,-2.271557430056516,57.9998206,57.9998206
mp-1203720,FeCo2BO5,Co,Co,Fe,B,-1.7506580429629632,0.2570755373611142,0.0,35.9998996,359.24541559791805,4.890748914368964,Pbam,55,1.88,1.88,1.83,2.04,3.44,1.935,0.65,0.65,0.61,0.27,0.787809185561099,0.7727272727272727,2,2,8,4,6.0,4,8,4,8,5.0,3.0,3.0,1.0,4.0,1.0,3.0,1.0,4.0,2.0,2.05,2.01,1.67,1.8399999999999999,-1.7300380525130443,35.9998996,35.9998996
